date,demand_mean,demand_peak,wind,solar
2016-01-01,29360.0,37511,2049.1,131.6
2016-01-02,30071.0,40880,2261.9,95.7
2016-01-03,30849.3,41764,2155.2,86.6
2016-01-04,36097.9,46917,1784.5,223.1
2016-01-05,37103.5,47656,1436.2,215.5
2016-01-06,37385.7,47576,1403.6,205.6
2016-01-07,36212.7,47024,2584.7,288.8
2016-01-08,37653.2,47322,1079.2,369.1
2016-01-09,33690.6,43206,1356.9,146.0
2016-01-10,32404.7,44879,2016.4,344.4
2016-01-11,38662.3,48971,966.0,214.9
2016-01-12,38279.1,48387,1968.9,283.8
2016-01-13,39282.8,49207,1214.6,443.0
2016-01-14,39146.0,48553,1900.2,389.1
2016-01-15,39027.0,48752,1590.6,702.6
2016-01-16,37227.9,47926,565.0,481.2
2016-01-17,36479.8,47731,903.0,183.4
2016-01-18,40757.2,51102,804.2,219.4
2016-01-19,41344.8,50947,199.5,555.5
2016-01-20,41213.6,50443,404.4,635.4
2016-01-21,40326.2,49677,1607.1,265.2
2016-01-22,37353.5,46827,2285.9,208.5
2016-01-23,33340.3,43192,1728.2,367.8
2016-01-24,31639.7,42097,1902.4,167.9
2016-01-25,34845.0,45918,2418.1,315.0
2016-01-26,35911.8,46281,2787.0,129.8
2016-01-27,35948.6,46150,2393.1,140.9
2016-01-28,35881.7,46214,2491.0,700.9
2016-01-29,34876.1,44373,3250.1,249.4
2016-01-30,31508.5,42145,2886.9,595.8
2016-01-31,32817.4,43540,1668.9,166.2
2016-02-01,34599.8,45656,3318.1,330.8
2016-02-02,35303.0,46878,3101.1,707.1
2016-02-03,37349.4,47248,1716.0,604.2
2016-02-04,36946.4,47788,1553.4,344.1
2016-02-05,35097.0,44416,2247.7,211.7
2016-02-06,32607.6,41405,2355.0,103.8
2016-02-07,30530.5,41270,2929.2,632.6
2016-02-08,36302.2,47256,2346.8,366.8
2016-02-09,36926.3,47021,1954.4,642.4
2016-02-10,37498.7,47500,1444.1,724.2
2016-02-11,38214.2,47505,555.9,989.6
2016-02-12,38257.6,47570,848.9,465.9
2016-02-13,34724.2,44408,1455.6,261.0
2016-02-14,32853.8,43694,1441.4,819.8
2016-02-15,38090.4,48493,1094.0,1082.2
2016-02-16,37589.4,47032,2021.7,1097.6
2016-02-17,39231.2,47902,1104.3,282.4
2016-02-18,38051.2,47942,713.2,1104.4
2016-02-19,36323.1,44586,1980.1,796.0
2016-02-20,31735.5,40603,2730.8,258.9
2016-02-21,30180.4,40193,2696.5,358.3
2016-02-22,35787.6,47275,1581.6,625.7
2016-02-23,37063.2,47594,768.8,1098.9
2016-02-24,38265.9,47987,411.6,1229.2
2016-02-25,38809.3,48211,336.6,994.5
2016-02-26,38460.6,47392,576.2,624.3
2016-02-27,34523.2,43970,678.9,605.0
2016-02-28,33471.9,44058,634.1,903.1
2016-02-29,37498.9,47246,1436.9,943.0
2016-03-01,35999.6,46238,2636.5,432.3
2016-03-02,36854.7,47532,2207.8,726.9
2016-03-03,37341.0,48202,1154.0,951.5
2016-03-04,36503.0,46208,1621.0,1056.0
2016-03-05,33553.1,42924,1412.3,795.3
2016-03-06,33526.5,43037,752.7,799.1
2016-03-07,37637.9,49608,764.2,1366.0
2016-03-08,39013.7,48975,961.8,583.8
2016-03-09,38440.6,48365,1334.1,431.4
2016-03-10,38404.4,48120,377.3,678.4
2016-03-11,36500.8,45618,703.4,1235.1
2016-03-12,32376.8,41700,777.8,973.5
2016-03-13,30821.9,41579,528.6,1461.0
2016-03-14,34674.4,45940,893.5,1695.0
2016-03-15,36634.2,46709,909.6,698.1
2016-03-16,35833.5,46183,1039.5,1023.1
2016-03-17,35688.1,45721,423.5,1479.4
2016-03-18,37174.1,45486,623.0,428.0
2016-03-19,33250.4,41508,878.6,465.1
2016-03-20,31787.6,41183,596.4,878.7
2016-03-21,35320.5,45582,871.3,890.0
2016-03-22,35820.4,45461,378.7,1044.8
2016-03-23,36312.8,45233,531.7,530.1
2016-03-24,34816.0,43069,1488.7,504.0
2016-03-25,28259.0,37192,1469.7,1852.3
2016-03-26,28098.4,36019,2875.9,320.2
2016-03-27,26168.0,33339,2468.1,1331.6
2016-03-28,28415.4,36546,1898.5,1304.5
2016-03-29,33370.1,41269,1175.2,1248.2
2016-03-30,33731.4,41474,712.8,1519.9
2016-03-31,33404.2,40507,371.1,1673.3
2016-04-01,32222.5,37088,1903.5,1119.3
2016-04-02,29196.0,35390,957.4,1380.4
2016-04-03,28625.2,36235,688.9,1193.0
2016-04-04,33262.7,39937,526.5,878.2
2016-04-05,32056.8,38899,1009.0,1418.8
2016-04-06,31228.6,37688,2299.2,1353.9
2016-04-07,33164.0,40166,1583.8,1067.6
2016-04-08,33014.9,38213,689.9,1172.2
2016-04-09,29589.0,35312,712.0,1209.2
2016-04-10,27826.0,34505,1221.9,1646.2
2016-04-11,32262.0,39196,1623.3,967.4
2016-04-12,33123.7,39343,949.4,1300.3
2016-04-13,32431.3,38660,592.7,1605.9
2016-04-14,32915.5,38858,487.5,1313.4
2016-04-15,33775.0,39002,773.0,594.6
2016-04-16,29442.6,34930,1166.6,1262.6
2016-04-17,27881.2,34606,1005.1,1843.3
2016-04-18,32127.5,38550,1812.7,1052.7
2016-04-19,32117.5,38208,431.3,1934.9
2016-04-20,31130.5,37170,743.0,2418.6
2016-04-21,31587.4,37132,1013.1,1675.8
2016-04-22,32526.3,37819,890.3,825.4
2016-04-23,28161.0,33426,996.0,1664.5
2016-04-24,28034.4,34960,920.6,1477.8
2016-04-25,32188.7,37503,1951.3,1102.7
2016-04-26,32076.8,38251,2059.7,1733.3
2016-04-27,33602.8,39297,847.7,1726.1
2016-04-28,33549.1,38865,1127.3,1568.4
2016-04-29,31363.0,36217,1994.3,1752.7
2016-04-30,28522.4,33179,709.8,1934.6
2016-05-01,26514.4,31431,1598.3,1571.6
2016-05-02,26893.4,33264,2269.1,1161.0
2016-05-03,30299.7,36579,1409.5,2035.1
2016-05-04,29812.1,35418,1478.2,2442.8
2016-05-05,29494.6,35323,1116.9,2392.8
2016-05-06,29741.8,34826,396.8,1958.3
2016-05-07,25600.4,29938,1092.7,1668.3
2016-05-08,23944.2,30028,1124.7,2225.0
2016-05-09,28498.9,33954,1465.8,1666.4
2016-05-10,30681.8,36513,1326.6,856.8
2016-05-11,30513.7,35510,1312.1,1165.5
2016-05-12,28171.4,32929,1519.3,2476.3
2016-05-13,28006.4,32594,1530.9,2024.8
2016-05-14,25221.0,29970,845.6,2331.6
2016-05-15,24932.1,30899,452.6,2313.0
2016-05-16,29099.8,34285,456.0,2327.1
2016-05-17,29460.6,34453,791.3,1864.3
2016-05-18,30332.7,35586,875.0,1158.4
2016-05-19,29841.8,35142,1155.0,1440.6
2016-05-20,28321.2,32811,1474.8,1689.6
2016-05-21,25538.2,30517,1784.9,1006.3
2016-05-22,25234.5,30328,491.9,1830.1
2016-05-23,28806.9,34144,613.3,2120.0
2016-05-24,28451.3,32716,1029.8,2264.4
2016-05-25,30619.6,36925,1146.5,909.4
2016-05-26,30216.9,35059,624.9,1738.9
2016-05-27,29068.6,33768,485.9,1999.8
2016-05-28,25085.2,28699,470.8,2031.4
2016-05-29,23328.0,27897,660.0,2153.1
2016-05-30,24422.9,28563,1246.4,1452.6
2016-05-31,27986.2,34626,2032.4,1008.7
2016-06-01,29304.7,34933,1880.8,664.0
2016-06-02,28453.1,33688,1457.7,1538.5
2016-06-03,29139.4,34115,641.1,1527.3
2016-06-04,26100.6,29799,617.6,1294.1
2016-06-05,24157.7,29446,505.8,2448.6
2016-06-06,28518.6,33999,324.6,2569.7
2016-06-07,29721.0,35018,238.4,1959.4
2016-06-08,29704.3,34517,333.7,1941.8
2016-06-09,29303.0,34091,289.8,2205.9
2016-06-10,29822.6,34433,278.5,1445.9
2016-06-11,26516.0,30421,383.2,1208.7
2016-06-12,25827.4,30780,609.1,1146.2
2016-06-13,30177.8,36008,618.1,1031.7
2016-06-14,29898.4,35197,823.5,1326.4
2016-06-15,29864.9,35355,712.0,1539.8
2016-06-16,29746.5,34658,687.1,1405.4
2016-06-17,29211.1,34483,853.9,1276.8
2016-06-18,25839.0,29513,692.2,1211.0
2016-06-19,24663.1,29500,1162.2,1323.8
2016-06-20,28657.5,35602,1418.9,1350.9
2016-06-21,28928.9,33366,864.7,1806.9
2016-06-22,29743.1,35174,836.0,1254.0
2016-06-23,30295.8,35580,458.1,1283.7
2016-06-24,28210.6,32058,673.1,2000.6
2016-06-25,25268.7,29118,493.7,1725.0
2016-06-26,24601.4,29964,900.5,1439.3
2016-06-27,27338.7,32975,1544.0,2018.1
2016-06-28,29783.5,36809,769.4,1409.6
2016-06-29,29679.9,34917,1304.0,883.8
2016-06-30,28933.5,34363,1147.1,1522.7
2016-07-01,27220.8,32021,1626.4,1590.9
2016-07-02,23046.5,27125,1836.2,2052.6
2016-07-03,23418.6,29044,1040.8,2204.1
2016-07-04,28832.8,35450,662.1,1600.0
2016-07-05,28073.1,32347,1249.7,1948.8
2016-07-06,28545.4,34020,685.5,1990.6
2016-07-07,28748.7,34586,1118.1,1579.9
2016-07-08,27300.5,32342,1598.1,1652.1
2016-07-09,24794.8,29216,1395.5,1202.3
2016-07-10,23364.1,27914,1700.5,1494.8
2016-07-11,27534.8,32834,1858.7,1484.4
2016-07-12,29295.4,34666,831.1,1347.2
2016-07-13,28480.3,33007,868.6,1761.3
2016-07-14,28290.7,33120,594.2,2104.7
2016-07-15,28230.2,32614,1298.9,1229.7
2016-07-16,24447.7,28303,1597.0,1653.2
2016-07-17,23745.1,29291,1111.6,1965.2
2016-07-18,28550.2,33964,603.6,2349.4
2016-07-19,29437.7,34093,745.0,2570.4
2016-07-20,29742.6,34198,1020.7,2070.1
2016-07-21,29410.6,34452,557.0,1668.6
2016-07-22,28896.9,33436,462.3,1720.9
2016-07-23,25231.1,28769,395.4,2039.9
2016-07-24,24890.1,28812,600.3,1355.1
2016-07-25,27362.1,32668,1084.4,1713.6
2016-07-26,28512.1,33923,701.5,1394.2
2016-07-27,27992.9,32747,1109.2,1519.5
2016-07-28,28795.9,33639,627.2,1227.7
2016-07-29,28150.8,32800,736.4,1279.5
2016-07-30,24428.3,27754,674.8,1534.2
2016-07-31,23052.2,28293,940.6,1741.3
2016-08-01,28428.7,34701,534.8,1045.8
2016-08-02,29151.4,35216,1026.0,727.9
2016-08-03,26374.5,30676,1922.4,1746.9
2016-08-04,26869.8,32114,1682.1,1658.8
2016-08-05,27266.1,31450,550.9,2005.9
2016-08-06,23502.9,27214,966.5,2369.4
2016-08-07,20881.5,26402,2678.9,2081.3
2016-08-08,25446.6,31379,2320.6,1889.1
2016-08-09,27218.4,32389,1197.0,1981.8
2016-08-10,28300.6,33490,700.3,1608.2
2016-08-11,27493.1,32315,1884.3,1350.2
2016-08-12,25819.5,30275,2108.7,2259.3
2016-08-13,23891.9,29252,1479.8,1725.0
2016-08-14,24759.2,30790,362.8,1511.5
2016-08-15,27484.6,32857,528.9,2483.3
2016-08-16,27789.5,33044,897.5,2341.4
2016-08-17,28210.4,33706,795.1,2194.9
2016-08-18,28981.5,33633,560.3,1652.2
2016-08-19,28564.8,34283,1528.9,696.7
2016-08-20,23309.8,27701,2207.8,1311.6
2016-08-21,23149.5,29967,1662.7,1390.2
2016-08-22,28238.1,34497,1260.2,1366.4
2016-08-23,28956.0,35439,580.7,2266.5
2016-08-24,29677.6,35530,408.1,1951.4
2016-08-25,30957.5,36499,323.6,969.9
2016-08-26,27425.6,32774,961.9,2326.2
2016-08-27,25631.3,29858,553.2,1162.8
2016-08-28,24665.9,29849,568.0,1127.5
2016-08-29,24329.5,31289,609.2,2059.0
2016-08-30,27440.7,34327,1191.2,2183.6
2016-08-31,28291.6,35166,1473.6,1571.6
2016-09-01,28157.1,34317,1193.8,1936.4
2016-09-02,28666.8,33676,1204.3,837.3
2016-09-03,25770.9,31017,1168.5,817.9
2016-09-04,24751.5,32717,1030.1,1032.6
2016-09-05,29768.7,36742,1060.9,840.7
2016-09-06,30675.9,37850,977.9,999.5
2016-09-07,30841.5,37259,687.1,1351.7
2016-09-08,28227.0,35219,1751.5,1912.1
2016-09-09,27604.0,32308,2170.7,1101.8
2016-09-10,26285.4,31591,1011.9,703.2
2016-09-11,23120.8,31496,1500.0,2100.0
2016-09-12,28371.8,36821,1905.8,1173.4
2016-09-13,30780.6,37896,702.7,1432.5
2016-09-14,30040.7,37525,906.6,1738.2
2016-09-15,30848.0,37953,387.9,1548.7
2016-09-16,28836.6,34492,1349.6,921.7
2016-09-17,25786.1,32639,831.1,1027.2
2016-09-18,25459.2,34322,641.0,1313.0
2016-09-19,30645.6,38553,388.8,726.2
2016-09-20,31058.9,38826,298.2,894.7
2016-09-21,30480.4,38496,974.6,1064.9
2016-09-22,29672.4,37969,796.0,1561.5
2016-09-23,27917.6,34751,1348.4,1738.8
2016-09-24,23981.9,31253,2472.9,1153.1
2016-09-25,23789.8,33181,1855.1,1516.9
2016-09-26,30379.6,39255,948.2,651.6
2016-09-27,29561.1,38028,1987.0,654.2
2016-09-28,28786.8,37266,2237.8,1160.5
2016-09-29,27819.8,37410,2687.1,1288.0
2016-09-30,29053.1,37951,1143.5,1497.1
2016-10-01,27776.9,35232,468.8,923.2
2016-10-02,25989.3,36560,609.9,1655.3
2016-10-03,29776.1,40131,1209.8,1838.7
2016-10-04,29806.5,39205,1811.0,1339.2
2016-10-05,28901.8,38839,2164.7,1624.0
2016-10-06,30873.8,40348,1611.6,1134.8
2016-10-07,32327.9,39963,972.7,370.0
2016-10-08,28784.6,36883,528.6,662.2
2016-10-09,27514.4,37523,416.6,1257.7
2016-10-10,31816.6,41743,597.9,1252.1
2016-10-11,32219.5,42003,1012.6,1088.7
2016-10-12,32137.0,41670,1206.2,899.7
2016-10-13,32229.4,42017,1412.4,805.0
2016-10-14,31991.8,40620,1271.3,725.8
2016-10-15,28919.2,37425,1118.5,855.9
2016-10-16,27207.7,37198,1747.7,948.8
2016-10-17,30924.6,42331,1726.3,1123.1
2016-10-18,31703.5,42544,1784.9,1079.4
2016-10-19,32771.5,43067,1121.9,782.4
2016-10-20,33422.3,43317,607.7,709.3
2016-10-21,33049.2,41841,422.5,801.7
2016-10-22,29369.3,37847,718.1,820.8
2016-10-23,28010.2,38011,1250.5,925.9
2016-10-24,33878.8,44267,752.8,408.4
2016-10-25,34160.2,43702,509.1,654.2
2016-10-26,32715.0,42555,1273.4,647.9
2016-10-27,32066.3,41115,1859.6,565.5
2016-10-28,32522.9,41826,962.1,470.4
2016-10-29,30173.4,38578,312.7,285.0
2016-10-30,29299.3,40209,364.2,345.5
2016-10-31,32880.8,43586,451.7,885.7
2016-11-01,34429.2,45461,1018.5,359.4
2016-11-02,34503.6,46448,831.8,1128.9
2016-11-03,35666.4,46209,875.2,548.3
2016-11-04,35097.5,45205,896.1,469.9
2016-11-05,30114.5,40444,2187.3,683.9
2016-11-06,30490.5,42562,2014.7,690.4
2016-11-07,35944.9,47607,1012.2,854.4
2016-11-08,38583.8,48506,801.3,433.9
2016-11-09,37974.0,47459,1147.9,353.4
2016-11-10,36492.2,46498,1210.2,616.7
2016-11-11,35766.6,45397,1169.5,943.6
2016-11-12,32689.2,42693,1444.1,180.6
2016-11-13,31647.8,43571,841.4,760.8
2016-11-14,35243.3,45917,1578.1,216.1
2016-11-15,34997.2,45919,1425.2,262.4
2016-11-16,33448.5,44889,2409.0,548.1
2016-11-17,35250.1,46166,2012.0,383.3
2016-11-18,36513.9,46992,1285.6,597.8
2016-11-19,34146.2,44141,924.1,599.1
2016-11-20,33641.5,44920,1019.6,218.3
2016-11-21,37527.3,47146,1758.6,100.7
2016-11-22,37442.6,48137,1884.1,291.7
2016-11-23,38270.0,47446,776.4,317.9
2016-11-24,37380.6,47355,1210.5,308.7
2016-11-25,36710.1,46222,1064.2,850.9
2016-11-26,34633.4,44005,672.3,487.6
2016-11-27,33401.4,44333,866.4,254.2
2016-11-28,37645.3,48470,821.9,819.1
2016-11-29,39362.2,49299,772.6,904.6
2016-11-30,39412.9,48755,1131.7,769.8
2016-12-01,39233.1,48706,1031.8,652.2
2016-12-02,39474.9,48225,299.4,151.0
2016-12-03,35142.8,44744,591.5,310.6
2016-12-04,33770.0,45155,1007.6,790.6
2016-12-05,40291.0,50569,584.9,467.4
2016-12-06,39773.3,49251,1089.9,151.5
2016-12-07,35660.3,45291,2246.6,325.4
2016-12-08,36520.4,46425,1289.2,155.5
2016-12-09,34762.7,43794,1785.9,225.8
2016-12-10,32580.3,41909,1307.7,81.5
2016-12-11,31908.4,43407,1259.9,453.8
2016-12-12,38433.2,48767,704.0,112.3
2016-12-13,37840.1,47533,979.4,106.5
2016-12-14,35926.4,46409,1325.2,537.4
2016-12-15,37043.0,46856,1318.1,106.4
2016-12-16,36761.7,46015,718.1,225.5
2016-12-17,33510.5,42923,808.9,256.2
2016-12-18,32959.7,43384,758.5,193.1
2016-12-19,38000.4,47079,532.0,110.2
2016-12-20,36541.5,45749,1758.4,363.9
2016-12-21,35886.0,45925,2144.9,143.2
2016-12-22,34880.9,44596,2174.6,577.8
2016-12-23,32822.5,40352,3040.5,115.8
2016-12-24,29360.8,38166,3200.4,230.4
2016-12-25,25531.4,32027,3515.8,238.6
2016-12-26,26390.6,34504,2998.5,602.0
2016-12-27,31655.7,41708,1057.6,518.7
2016-12-28,33988.2,44237,1172.0,617.5
2016-12-29,34086.0,44260,1409.2,695.6
2016-12-30,33470.4,43039,1814.7,302.2
2016-12-31,30629.7,40007,2088.5,183.2
2017-01-01,29423.4,38115,2079.1,112.9
2017-01-02,32316.2,44898,1393.2,784.5
2017-01-03,36370.8,46763,2260.8,394.2
2017-01-04,37804.8,48177,1484.3,340.9
2017-01-05,39645.8,49334,854.5,781.4
2017-01-06,38876.3,48075,1504.5,164.7
2017-01-07,34944.5,44341,493.7,135.0
2017-01-08,33202.0,44449,730.9,204.0
2017-01-09,35849.1,47188,2531.4,135.2
2017-01-10,36700.6,47591,2354.3,271.8
2017-01-11,35229.1,46188,3540.9,523.3
2017-01-12,38463.1,48552,2314.2,110.0
2017-01-13,37698.3,47652,3003.0,489.5
2017-01-14,35208.1,45512,1622.6,516.6
2017-01-15,34155.7,45107,1380.6,144.4
2017-01-16,38814.1,48401,593.8,153.3
2017-01-17,39147.2,48249,559.2,409.6
2017-01-18,39332.4,48681,663.7,522.5
2017-01-19,39539.0,48386,499.0,544.4
2017-01-20,38835.0,47922,603.9,941.5
2017-01-21,36178.5,46378,700.5,539.3
2017-01-22,35923.4,47246,423.2,589.3
2017-01-23,40302.8,49584,621.6,471.5
2017-01-24,38834.3,48007,1504.7,718.9
2017-01-25,38657.7,48978,2020.1,571.6
2017-01-26,40509.2,49883,2090.5,171.6
2017-01-27,40244.3,48982,1649.6,358.0
2017-01-28,34918.3,44484,1132.4,578.5
2017-01-29,34823.8,45759,915.9,331.6
2017-01-30,38450.4,48249,1194.4,194.7
2017-01-31,38164.8,48159,1839.0,119.1
2017-02-01,37091.1,46152,1533.1,282.4
2017-02-02,34875.3,44301,3015.4,237.8
2017-02-03,34808.6,44144,2546.6,528.1
2017-02-04,32792.5,42965,1533.6,855.1
2017-02-05,34088.2,44933,621.1,425.1
2017-02-06,38282.9,47780,1597.5,492.8
2017-02-07,37776.7,48072,1025.2,809.2
2017-02-08,39153.5,48665,974.7,275.7
2017-02-09,40145.1,48771,1292.0,190.0
2017-02-10,40176.2,48132,961.6,279.0
2017-02-11,36046.7,44669,1896.5,130.2
2017-02-12,33954.5,43973,2717.4,149.3
2017-02-13,35834.0,46704,2774.0,1110.9
2017-02-14,37675.4,47657,1728.8,617.8
2017-02-15,37184.5,46306,1211.6,409.5
2017-02-16,35056.7,45137,1843.6,809.1
2017-02-17,35693.7,44242,770.5,712.1
2017-02-18,30811.4,39900,1688.2,696.5
2017-02-19,30195.1,40417,1621.1,531.1
2017-02-20,32513.0,42956,2619.9,676.4
2017-02-21,33615.4,42345,2482.8,430.0
2017-02-22,33264.3,44148,2834.9,503.0
2017-02-23,34225.3,44182,2752.2,698.0
2017-02-24,34689.6,44101,1391.3,1245.7
2017-02-25,30650.7,39718,2762.8,249.7
2017-02-26,29288.0,38268,2822.7,487.3
2017-02-27,35688.6,46518,1541.1,532.1
2017-02-28,36335.6,46488,1530.2,951.5
2017-03-01,36434.8,46841,1213.0,809.5
2017-03-02,34067.9,45373,2319.6,1418.0
2017-03-03,36343.8,44613,1230.6,338.2
2017-03-04,31065.1,39937,1446.6,1056.9
2017-03-05,31019.4,41379,1459.8,802.0
2017-03-06,35299.2,46032,874.8,1222.0
2017-03-07,35264.7,45802,1019.9,1363.9
2017-03-08,34049.5,44207,2134.8,753.5
2017-03-09,32511.9,44219,1608.6,1734.7
2017-03-10,34355.4,42661,1014.4,590.8
2017-03-11,30439.8,39045,718.4,711.0
2017-03-12,29625.7,38885,831.3,697.6
2017-03-13,32181.0,43587,1402.7,1588.9
2017-03-14,32062.7,42458,2231.8,935.2
2017-03-15,32246.7,42590,1131.6,1714.2
2017-03-16,32453.1,42165,2169.9,842.1
2017-03-17,31686.0,40162,2729.7,840.2
2017-03-18,28879.1,37370,2089.8,600.2
2017-03-19,27020.7,37163,2781.0,807.7
2017-03-20,31861.4,42199,2696.2,703.0
2017-03-21,31894.6,44144,2448.6,1821.8
2017-03-22,34987.9,44481,1654.2,772.6
2017-03-23,33539.2,42630,1868.4,1247.7
2017-03-24,32851.0,40954,1232.8,1571.1
2017-03-25,28053.3,36821,958.1,2326.7
2017-03-26,26711.9,35263,1085.2,2259.6
2017-03-27,32525.8,39865,608.6,1601.2
2017-03-28,33071.4,39717,860.1,1322.3
2017-03-29,32685.8,38553,1529.7,541.1
2017-03-30,30257.6,37106,1858.2,1430.4
2017-03-31,29110.9,35451,2079.9,1365.2
2017-04-01,27515.5,33606,931.1,1418.9
2017-04-02,26508.3,34777,590.8,1901.8
2017-04-03,29534.8,36680,1815.6,1992.6
2017-04-04,31098.1,37464,1571.2,1125.9
2017-04-05,30223.8,37928,1541.7,1885.0
2017-04-06,30402.0,37111,914.8,2084.8
2017-04-07,30109.3,35958,564.2,1944.8
2017-04-08,25760.2,31594,732.0,2512.1
2017-04-09,23603.7,30057,1705.0,2342.2
2017-04-10,28691.3,36389,1619.1,1763.8
2017-04-11,28400.4,34639,2075.2,2015.2
2017-04-12,28640.6,34652,2706.8,1489.1
2017-04-13,30014.4,35541,1447.2,1407.2
2017-04-14,27447.7,32384,1462.0,982.0
2017-04-15,24126.2,30536,2294.6,1962.7
2017-04-16,25276.1,30857,964.7,1360.2
2017-04-17,27024.4,33584,680.2,1416.6
2017-04-18,29554.7,36767,781.2,2434.2
2017-04-19,30432.1,36772,635.1,2107.4
2017-04-20,30870.0,36183,1082.3,1281.1
2017-04-21,29885.4,34429,1533.5,1038.5
2017-04-22,26371.4,31633,716.4,2091.1
2017-04-23,25430.6,31448,985.7,2092.9
2017-04-24,29843.3,35382,2202.1,1303.8
2017-04-25,30184.7,36522,2435.9,2145.5
2017-04-26,31755.9,37749,1371.0,2034.2
2017-04-27,32307.6,37585,1577.4,1456.0
2017-04-28,31658.6,36368,497.5,1408.9
2017-04-29,26913.9,30809,1371.6,1535.4
2017-04-30,24062.7,30212,2747.9,1510.1
2017-05-01,26480.5,32576,1653.1,1526.9
2017-05-02,30069.9,35495,892.0,1848.5
2017-05-03,29926.8,35502,1837.9,1522.0
2017-05-04,28602.2,33737,2150.1,2036.3
2017-05-05,27466.0,32080,2154.3,2332.7
2017-05-06,26544.3,31592,1575.6,1274.5
2017-05-07,25162.3,30656,1142.5,2054.8
2017-05-08,29161.2,35158,1720.2,1911.9
2017-05-09,30757.8,35897,460.1,1932.0
2017-05-10,29139.2,34243,440.9,2903.2
2017-05-11,29156.9,33815,1046.0,2038.7
2017-05-12,29943.1,34919,1114.2,1229.7
2017-05-13,24815.3,28641,1583.6,1644.6
2017-05-14,23397.3,30014,1410.5,2483.3
2017-05-15,29094.7,35362,2313.2,697.4
2017-05-16,28865.2,34802,2139.0,1218.9
2017-05-17,31366.2,36973,598.5,723.0
2017-05-18,29657.4,35729,461.6,1917.0
2017-05-19,29543.1,34001,601.2,1559.6
2017-05-20,25413.7,29198,1019.1,1826.9
2017-05-21,23734.5,29190,1215.7,2407.2
2017-05-22,27475.1,32997,1425.1,2519.4
2017-05-23,29059.6,33804,1002.5,1980.6
2017-05-24,28485.6,33590,672.5,2467.4
2017-05-25,28145.1,32900,673.5,2855.4
2017-05-26,26332.5,30662,1621.4,3115.8
2017-05-27,23917.5,27718,1570.8,1771.9
2017-05-28,22874.9,28248,1098.3,1846.8
2017-05-29,25884.4,31700,783.4,796.2
2017-05-30,27396.2,31706,1383.6,1606.7
2017-05-31,27856.2,32648,625.0,2209.0
2017-06-01,26713.2,31860,1288.6,2525.6
2017-06-02,28225.8,32689,448.1,1492.5
2017-06-03,23393.1,26658,781.4,2547.0
2017-06-04,22843.6,28022,1044.0,2164.9
2017-06-05,27734.4,34881,1847.6,1061.0
2017-06-06,27425.2,32547,2982.5,1277.0
2017-06-07,25984.4,33164,2918.0,2384.2
2017-06-08,28045.4,32784,1856.0,1215.7
2017-06-09,26741.6,30601,1474.1,2237.4
2017-06-10,23394.6,26839,2096.0,1785.0
2017-06-11,21257.9,25703,2617.4,2201.4
2017-06-12,25968.8,31716,2526.3,1679.1
2017-06-13,28214.8,33095,755.7,2172.5
2017-06-14,27636.1,32505,907.2,2663.0
2017-06-15,26203.3,30433,1955.9,2543.1
2017-06-16,26367.2,30526,1563.0,2139.1
2017-06-17,23415.7,27722,1129.2,2833.8
2017-06-18,23288.5,28797,560.0,2851.3
2017-06-19,28516.9,33526,499.5,2762.8
2017-06-20,28914.0,33116,779.2,2547.0
2017-06-21,28962.2,34675,1131.3,2500.4
2017-06-22,28901.4,33514,1284.1,1355.9
2017-06-23,26242.7,30241,2336.3,1421.8
2017-06-24,23101.6,26216,2255.1,1602.9
2017-06-25,22612.8,27027,1991.2,1690.8
2017-06-26,27452.7,33149,444.0,2260.4
2017-06-27,28986.1,35302,1225.4,943.0
2017-06-28,28955.3,34327,1733.6,596.0
2017-06-29,28758.5,34833,1814.1,779.9
2017-06-30,28251.3,32720,1065.4,1224.8
2017-07-01,23268.4,26810,1527.2,2180.6
2017-07-02,21747.6,28176,1653.2,2918.2
2017-07-03,27092.3,32460,1229.9,2092.9
2017-07-04,28868.2,33461,602.5,1618.8
2017-07-05,28264.3,33060,436.4,2510.4
2017-07-06,28899.0,34084,673.9,2460.3
2017-07-07,28299.1,32610,798.0,2085.4
2017-07-08,24004.3,27693,690.2,2650.6
2017-07-09,23767.8,28839,697.2,2142.3
2017-07-10,28537.4,33578,521.4,1785.1
2017-07-11,29847.9,35435,578.6,821.7
2017-07-12,27736.4,32402,779.8,2385.8
2017-07-13,27595.0,32217,899.1,2004.3
2017-07-14,26500.8,30403,1477.9,1892.3
2017-07-15,24135.0,28000,1701.6,1029.6
2017-07-16,23625.4,28162,1469.0,1576.3
2017-07-17,26593.5,32234,974.0,2884.3
2017-07-18,27563.4,32259,1384.4,2543.8
2017-07-19,28851.7,34462,1994.8,1084.7
2017-07-20,27591.2,32347,1313.1,1770.5
2017-07-21,26729.0,30705,2117.4,1319.2
2017-07-22,24288.2,28189,1205.7,1676.8
2017-07-23,23820.2,28152,904.9,1641.8
2017-07-24,26795.3,31824,1448.5,1347.3
2017-07-25,27749.9,32503,505.9,2003.7
2017-07-26,27290.9,31976,1908.8,1134.2
2017-07-27,26362.3,30785,1770.9,1781.3
2017-07-28,25953.1,31194,2158.3,1261.5
2017-07-29,23695.7,28784,1570.5,1508.5
2017-07-30,22574.1,27338,1364.2,2080.8
2017-07-31,25860.1,31450,1482.7,2085.9
